,airport_id,Name,City,Country,IATA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,TzDatabase,Type,Source
292,295,Sfax Thyna International Airport,Sfax,Tunisia,SFA,DTTX,34.71799850463867,10.690999984741213,85,1,E,Africa/Tunis,airport,OurAirports
293,296,Tozeur Nefta International Airport,Tozeur,Tunisia,TOE,DTTZ,33.939701080322266,8.110560417175293,287,1,E,Africa/Tunis,airport,OurAirports
295,298,Lomé-Tokoin Airport,Lome,Togo,LFW,DXXX,6.165609836578369,1.2545100450515747,72,0,N,Africa/Lome,airport,OurAirports
296,299,Antwerp International Airport (Deurne),Antwerp,Belgium,ANR,EBAW,51.189399719200004,4.46027994156,39,1,E,Europe/Brussels,airport,OurAirports
299,302,Brussels Airport,Brussels,Belgium,BRU,EBBR,50.9014015198,4.48443984985,184,1,E,Europe/Brussels,airport,OurAirports
301,304,Brussels South Charleroi Airport,Charleroi,Belgium,CRL,EBCI,50.459202000000005,4.4538199999999994,614,1,E,Europe/Brussels,airport,OurAirports
306,309,Liège Airport,Liege,Belgium,LGG,EBLG,50.63740158081055,5.443220138549805,659,1,E,Europe/Brussels,airport,OurAirports
307,310,Ostend-Bruges International Airport,Ostend,Belgium,OST,EBOS,51.1988983154,2.8622200489,13,1,E,Europe/Brussels,airport,OurAirports
333,337,Berlin-Schönefeld Airport,Berlin,Germany,SXF,EDDB,52.380001,13.5225,157,1,E,Europe/Berlin,airport,OurAirports
334,338,Dresden Airport,Dresden,Germany,DRS,EDDC,51.1328010559082,13.767200469970705,755,1,E,Europe/Berlin,airport,OurAirports
335,339,Erfurt Airport,Erfurt,Germany,ERF,EDDE,50.97980117797852,10.958100318908693,1036,1,E,Europe/Berlin,airport,OurAirports
336,340,Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.033333,8.570556,364,1,E,Europe/Berlin,airport,OurAirports
337,341,Münster Osnabrück Airport,Munster,Germany,FMO,EDDG,52.134601593,7.68483018875,160,1,E,Europe/Berlin,airport,OurAirports
338,342,Hamburg Airport,Hamburg,Germany,HAM,EDDH,53.630401611328004,9.988229751586902,53,1,E,Europe/Berlin,airport,OurAirports
340,344,Cologne Bonn Airport,Cologne,Germany,CGN,EDDK,50.865898132299996,7.1427397728,302,1,E,Europe/Berlin,airport,OurAirports
341,345,Düsseldorf Airport,Duesseldorf,Germany,DUS,EDDL,51.289501,6.766780000000001,147,1,E,Europe/Berlin,airport,OurAirports
342,346,Munich Airport,Munich,Germany,MUC,EDDM,48.353802,11.7861,1487,1,E,Europe/Berlin,airport,OurAirports
343,347,Nuremberg Airport,Nuernberg,Germany,NUE,EDDN,49.498699,11.078056,1046,1,E,Europe/Berlin,airport,OurAirports
344,348,Leipzig/Halle Airport,Leipzig,Germany,LEJ,EDDP,51.423889,12.236388999999999,465,1,E,Europe/Berlin,airport,OurAirports
345,349,Saarbrücken Airport,Saarbruecken,Germany,SCN,EDDR,49.2145996094,7.10950994492,1058,1,E,Europe/Berlin,airport,OurAirports
346,350,Stuttgart Airport,Stuttgart,Germany,STR,EDDS,48.6898994446,9.22196006775,1276,1,E,Europe/Berlin,airport,OurAirports
347,351,Berlin-Tegel Airport,Berlin,Germany,TXL,EDDT,52.5597,13.2877,122,1,E,Europe/Berlin,airport,OurAirports
348,352,Hannover Airport,Hannover,Germany,HAJ,EDDV,52.461101532,9.68507957458,183,1,E,Europe/Berlin,airport,OurAirports
349,353,Bremen Airport,Bremen,Germany,BRE,EDDW,53.0475006104,8.78666973114,14,1,E,Europe/Berlin,airport,OurAirports
351,355,Frankfurt-Hahn Airport,Hahn,Germany,HHN,EDFH,49.9487,7.263889999999999,1649,1,E,Europe/Berlin,airport,OurAirports
352,356,Mannheim-City Airport,Mannheim,Germany,MHG,EDFM,49.473057,8.514167,308,1,E,Europe/Berlin,airport,OurAirports
358,362,Hamburg-Finkenwerder Airport,Hamburg,Germany,XFW,EDHI,53.5352783203125,9.835556030273438,23,1,E,Europe/Berlin,airport,OurAirports
360,364,Lübeck Blankensee Airport,Luebeck,Germany,LBC,EDHL,53.805400848400005,10.7192001343,53,1,E,Europe/Berlin,airport,OurAirports
367,371,Paderborn Lippstadt Airport,Paderborn,Germany,PAD,EDLP,51.614101409899995,8.616319656369999,699,1,E,Europe/Berlin,airport,OurAirports
369,373,Dortmund Airport,Dortmund,Germany,DTM,EDLW,51.518299102799986,7.61223983765,425,1,E,Europe/Berlin,airport,OurAirports
370,374,Augsburg Airport,Augsburg,Germany,AGB,EDMA,48.425278000000006,10.931667,1516,1,E,Europe/Berlin,airport,OurAirports
378,382,Friedrichshafen Airport,Friedrichshafen,Germany,FDH,EDNY,47.671298980699994,9.511489868160002,1367,1,E,Europe/Berlin,airport,OurAirports
389,393,Zweibrücken Airport,Zweibruecken,Germany,ZQW,EDRZ,49.2094,7.4005600000000005,1132,1,E,Europe/Berlin,airport,OurAirports
396,400,Kassel-Calden Airport,Kassel,Germany,KSF,EDVK,51.417273,9.384967,820,1,E,Europe/Berlin,airport,OurAirports
406,410,Westerland Sylt Airport,Westerland,Germany,GWT,EDXW,54.9132003784,8.34047031403,51,1,E,Europe/Berlin,airport,OurAirports
409,413,Kuressaare Airport,Kuressaare,Estonia,URE,EEKE,58.22990036010742,22.50950050354004,14,2,E,Europe/Tallinn,airport,OurAirports
411,415,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,TLL,EETN,59.41329956049999,24.8327999115,131,2,E,Europe/Tallinn,airport,OurAirports
412,416,Tartu Airport,Tartu,Estonia,TAY,EETU,58.30749893189999,26.6903991699,219,2,E,Europe/Tallinn,airport,OurAirports
417,421,Helsinki Vantaa Airport,Helsinki,Finland,HEL,EFHK,60.317199707031,24.963300704956,179,2,E,Europe/Helsinki,airport,OurAirports
424,428,Ivalo Airport,Ivalo,Finland,IVL,EFIV,68.607299804688,27.405300140380998,481,2,E,Europe/Helsinki,airport,OurAirports
425,429,Joensuu Airport,Joensuu,Finland,JOE,EFJO,62.662899017334006,29.607500076294,398,2,E,Europe/Helsinki,airport,OurAirports
426,430,Jyvaskyla Airport,Jyvaskyla,Finland,JYV,EFJY,62.399501800537,25.678300857544,459,2,E,Europe/Helsinki,airport,OurAirports
428,432,Kemi-Tornio Airport,Kemi,Finland,KEM,EFKE,65.778701782227,24.582099914551,61,2,E,Europe/Helsinki,airport,OurAirports
429,433,Kajaani Airport,Kajaani,Finland,KAJ,EFKI,64.285499572754,27.692399978638,483,2,E,Europe/Helsinki,airport,OurAirports
431,435,Kokkola-Pietarsaari Airport,Kruunupyy,Finland,KOK,EFKK,63.721199035645,23.143100738525,84,2,E,Europe/Helsinki,airport,OurAirports
433,437,Kuusamo Airport,Kuusamo,Finland,KAO,EFKS,65.98760223388699,29.239400863647,866,2,E,Europe/Helsinki,airport,OurAirports
434,438,Kittilä Airport,Kittila,Finland,KTT,EFKT,67.700996398926,24.846799850464002,644,2,E,Europe/Helsinki,airport,OurAirports
435,439,Kuopio Airport,Kuopio,Finland,KUO,EFKU,63.007099151611,27.797800064087,323,2,E,Europe/Helsinki,airport,OurAirports
437,441,Lappeenranta Airport,Lappeenranta,Finland,LPP,EFLP,61.044601,28.144743,349,2,E,Europe/Helsinki,airport,OurAirports
438,442,Mariehamn Airport,Mariehamn,Finland,MHQ,EFMA,60.122200012207,19.898199081421,17,2,E,Europe/Mariehamn,airport,OurAirports
442,446,Oulu Airport,Oulu,Finland,OUL,EFOU,64.930099487305,25.354600906372,47,2,E,Europe/Helsinki,airport,OurAirports
444,448,Pori Airport,Pori,Finland,POR,EFPO,61.461700439453004,21.799999237061,44,2,E,Europe/Helsinki,airport,OurAirports
449,453,Rovaniemi Airport,Rovaniemi,Finland,RVN,EFRO,66.564796447754,25.830400466919,642,2,E,Europe/Helsinki,airport,OurAirports
451,455,Savonlinna Airport,Savonlinna,Finland,SVL,EFSA,61.943099975586,28.945100784302,311,2,E,Europe/Helsinki,airport,OurAirports
454,458,Tampere-Pirkkala Airport,Tampere,Finland,TMP,EFTP,61.414100646973,23.604400634766,390,2,E,Europe/Helsinki,airport,OurAirports
456,460,Turku Airport,Turku,Finland,TKU,EFTU,60.514099121094,22.262800216675,161,2,E,Europe/Helsinki,airport,OurAirports
458,462,Vaasa Airport,Vaasa,Finland,VAA,EFVA,63.050701141357,21.762199401855,19,2,E,Europe/Helsinki,airport,OurAirports
461,465,Belfast International Airport,Belfast,United Kingdom,BFS,EGAA,54.6575012207,-6.21582984924,268,0,E,Europe/London,airport,OurAirports
463,467,George Best Belfast City Airport,Belfast,United Kingdom,BHD,EGAC,54.61809921264648,-5.872499942779541,15,0,E,Europe/London,airport,OurAirports
464,468,City of Derry Airport,Londonderry,United Kingdom,LDY,EGAE,55.04280090332031,-7.161109924316406,22,0,E,Europe/London,airport,OurAirports
465,469,Birmingham International Airport,Birmingham,United Kingdom,BHX,EGBB,52.4538993835,-1.7480299472799998,327,0,E,Europe/London,airport,OurAirports
468,472,Gloucestershire Airport,Golouchestershire,United Kingdom,GLO,EGBJ,51.89419937133789,-2.1672201156616206,101,0,E,Europe/London,airport,OurAirports
473,478,Manchester Airport,Manchester,United Kingdom,MAN,EGCC,53.35369873046875,-2.2749500274658203,257,0,E,Europe/London,airport,OurAirports
476,481,Newquay Cornwall Airport,Newquai,United Kingdom,NQY,EGHQ,50.44060134887695,-4.995409965515137,390,0,E,Europe/London,airport,OurAirports
483,488,Cardiff International Airport,Cardiff,United Kingdom,CWL,EGFF,51.39670181274414,-3.343329906463623,220,0,E,Europe/London,airport,OurAirports
485,490,Bristol Airport,Bristol,United Kingdom,BRS,EGGD,51.382702,-2.71909,622,0,E,Europe/London,airport,OurAirports
486,491,Liverpool John Lennon Airport,Liverpool,United Kingdom,LPL,EGGP,53.33359909057617,-2.849720001220703,80,0,E,Europe/London,airport,OurAirports
487,492,London Luton Airport,London,United Kingdom,LTN,EGGW,51.87469863891602,-0.36833301186561584,526,0,E,Europe/London,airport,OurAirports
489,494,Bournemouth Airport,Bournemouth,United Kingdom,BOH,EGHH,50.77999877929688,-1.8424999713897705,38,0,E,Europe/London,airport,OurAirports
490,495,Southampton Airport,Southampton,United Kingdom,SOU,EGHI,50.95029830932617,-1.3567999601364136,44,0,E,Europe/London,airport,OurAirports
492,497,Alderney Airport,Alderney,Guernsey,ACI,EGJA,49.706103999999996,-2.2147200000000002,290,0,E,Europe/Guernsey,airport,OurAirports
493,498,Guernsey Airport,Guernsey,Guernsey,GCI,EGJB,49.43500137329102,-2.601969957351685,336,0,E,Europe/Guernsey,airport,OurAirports
494,499,Jersey Airport,Jersey,Jersey,JER,EGJJ,49.20790100097656,-2.1955099105834956,277,0,E,Europe/Jersey,airport,OurAirports
497,502,London Gatwick Airport,London,United Kingdom,LGW,EGKK,51.148102,-0.190278,202,0,E,Europe/London,airport,OurAirports
498,503,London City Airport,London,United Kingdom,LCY,EGLC,51.505299,0.055277999999999994,19,0,E,Europe/London,airport,OurAirports
502,507,London Heathrow Airport,London,United Kingdom,LHR,EGLL,51.4706,-0.461941,83,0,E,Europe/London,airport,OurAirports
503,508,Southend Airport,Southend,United Kingdom,SEN,EGMC,51.5713996887207,0.6955559849739075,49,0,E,Europe/London,airport,OurAirports
509,514,Blackpool International Airport,Blackpool,United Kingdom,BLK,EGNH,53.77170181274414,-3.0286099910736084,34,0,E,Europe/London,airport,OurAirports
510,515,Humberside Airport,Humberside,United Kingdom,HUY,EGNJ,53.57440185546875,-0.350832998752594,121,0,E,Europe/London,airport,OurAirports
512,517,Leeds Bradford Airport,Leeds,United Kingdom,LBA,EGNM,53.86589813232422,-1.6605700254440308,681,0,E,Europe/London,airport,OurAirports
514,519,Hawarden Airport,Hawarden,United Kingdom,CEG,EGNR,53.1781005859375,-2.977780103683472,45,0,E,Europe/London,airport,OurAirports
515,520,Isle of Man Airport,Isle Of Man,Isle of Man,IOM,EGNS,54.08330154418945,-4.623889923095703,52,0,E,Europe/Isle_of_Man,airport,OurAirports
516,521,Newcastle Airport,Newcastle,United Kingdom,NCL,EGNT,55.037498474121094,-1.6916699409484863,266,0,E,Europe/London,airport,OurAirports
517,522,Durham Tees Valley Airport,Teesside,United Kingdom,MME,EGNV,54.50920104980469,-1.4294099807739258,120,0,E,Europe/London,airport,OurAirports
518,523,East Midlands Airport,East Midlands,United Kingdom,EMA,EGNX,52.8311004639,-1.32806003094,306,0,E,Europe/London,airport,OurAirports
523,529,Kirkwall Airport,Kirkwall,United Kingdom,KOI,EGPA,58.957801818847656,-2.9049999713897705,50,0,E,Europe/London,airport,OurAirports
524,530,Sumburgh Airport,Sumburgh,United Kingdom,LSI,EGPB,59.87889862060547,-1.295560002326965,20,0,E,Europe/London,airport,OurAirports
525,531,Wick Airport,Wick,United Kingdom,WIC,EGPC,58.458900451660156,-3.09306001663208,126,0,E,Europe/London,airport,OurAirports
526,532,Aberdeen Dyce Airport,Aberdeen,United Kingdom,ABZ,EGPD,57.20190048217773,-2.1977798938751216,215,0,E,Europe/London,airport,OurAirports
527,533,Inverness Airport,Inverness,United Kingdom,INV,EGPE,57.54249954223633,-4.047500133514403,31,0,E,Europe/London,airport,OurAirports
528,534,Glasgow International Airport,Glasgow,United Kingdom,GLA,EGPF,55.8718986511,-4.43306016922,26,0,E,Europe/London,airport,OurAirports
529,535,Edinburgh Airport,Edinburgh,United Kingdom,EDI,EGPH,55.95000076293945,-3.372499942779541,135,0,E,Europe/London,airport,OurAirports
530,536,Islay Airport,Islay,United Kingdom,ILY,EGPI,55.68190002441406,-6.256669998168945,56,0,E,Europe/London,airport,OurAirports
531,537,Glasgow Prestwick Airport,Prestwick,United Kingdom,PIK,EGPK,55.5093994140625,-4.586669921875,65,0,E,Europe/London,airport,OurAirports
532,538,Benbecula Airport,Benbecula,United Kingdom,BEB,EGPL,57.48109817504883,-7.362780094146728,19,0,E,Europe/London,airport,OurAirports
534,540,Dundee Airport,Dundee,United Kingdom,DND,EGPN,56.45249938964844,-3.0258300304412837,17,0,E,Europe/London,airport,OurAirports
535,541,Stornoway Airport,Stornoway,United Kingdom,SYY,EGPO,58.215599060058594,-6.3311100006103525,26,0,E,Europe/London,airport,OurAirports
536,542,Tiree Airport,Tiree,United Kingdom,TRE,EGPU,56.49919891357422,-6.869170188903809,38,0,E,Europe/London,airport,OurAirports
541,547,Norwich International Airport,Norwich,United Kingdom,NWI,EGSH,52.675800323500006,1.28278005123,117,0,E,Europe/London,airport,OurAirports
542,548,London Stansted Airport,London,United Kingdom,STN,EGSS,51.8849983215,0.23499999940400002,348,0,E,Europe/London,airport,OurAirports
546,552,Exeter International Airport,Exeter,United Kingdom,EXT,EGTE,50.73440170288086,-3.4138898849487305,102,0,E,Europe/London,airport,OurAirports
573,579,Mount Pleasant Airport,Mount Pleasant,Falkland Islands,MPN,EGYP,-51.82279968261719,-58.44720077514648,244,-3,U,Atlantic/Stanley,airport,OurAirports
574,580,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11,1,E,Europe/Amsterdam,airport,OurAirports
576,582,Maastricht Aachen Airport,Maastricht,Netherlands,MST,EHBK,50.911701,5.7701400000000005,375,1,E,Europe/Amsterdam,airport,OurAirports
579,585,Eindhoven Airport,Eindhoven,Netherlands,EIN,EHEH,51.4500999451,5.374529838559999,74,1,E,Europe/Amsterdam,airport,OurAirports
580,586,Eelde Airport,Groningen,Netherlands,GRQ,EHGG,53.1197013855,6.579440116880001,17,1,E,Europe/Amsterdam,airport,OurAirports
585,591,Rotterdam The Hague Airport,Rotterdam,Netherlands,RTM,EHRD,51.956902,4.43722,-15,1,E,Europe/Amsterdam,airport,OurAirports
590,596,Cork Airport,Cork,Ireland,ORK,EICK,51.84130096435547,-8.491109848022461,502,0,E,Europe/Dublin,airport,OurAirports
592,599,Dublin Airport,Dublin,Ireland,DUB,EIDW,53.421299,-6.27007,242,0,E,Europe/Dublin,airport,OurAirports
593,600,Ireland West Knock Airport,Connaught,Ireland,NOC,EIKN,53.9103012084961,-8.818490028381348,665,0,E,Europe/Dublin,airport,OurAirports
594,601,Kerry Airport,Kerry,Ireland,KIR,EIKY,52.18090057373047,-9.52377986907959,112,0,E,Europe/Dublin,airport,OurAirports
596,603,Shannon Airport,Shannon,Ireland,SNN,EINN,52.702,-8.92482,46,0,E,Europe/Dublin,airport,OurAirports
598,605,Waterford Airport,Waterford,Ireland,WAT,EIWF,52.18719863891602,-7.086959838867188,119,0,E,Europe/Dublin,airport,OurAirports
599,607,Aarhus Airport,Aarhus,Denmark,AAR,EKAH,56.2999992371,10.619000434899998,82,1,E,Europe/Copenhagen,airport,OurAirports
600,608,Billund Airport,Billund,Denmark,BLL,EKBI,55.7402992249,9.15178012848,247,1,E,Europe/Copenhagen,airport,OurAirports
601,609,Copenhagen Kastrup Airport,Copenhagen,Denmark,CPH,EKCH,55.617900848389,12.656000137328999,17,1,E,Europe/Copenhagen,airport,OurAirports
602,610,Esbjerg Airport,Esbjerg,Denmark,EBJ,EKEB,55.525902,8.5534,97,1,E,Europe/Copenhagen,airport,OurAirports
604,612,Karup Airport,Karup,Denmark,KRP,EKKA,56.29750061035156,9.124629974365234,170,1,E,Europe/Copenhagen,airport,OurAirports
610,618,Bornholm Airport,Ronne,Denmark,RNN,EKRN,55.06330108642578,14.759599685668945,52,1,E,Europe/Copenhagen,airport,OurAirports
611,619,Sønderborg Airport,Soenderborg,Denmark,SGD,EKSB,54.96440124511719,9.791729927062988,24,1,E,Europe/Copenhagen,airport,OurAirports
616,625,Vagar Airport,Vagar,Faroe Islands,FAE,EKVG,62.0635986328125,-7.277219772338867,280,0,E,Atlantic/Faeroe,airport,OurAirports
619,628,Aalborg Airport,Aalborg,Denmark,AAL,EKYT,57.092758913800004,9.84924316406,10,1,E,Europe/Copenhagen,airport,OurAirports
620,629,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,LUX,ELLX,49.6233333,6.204444400000001,1234,1,E,Europe/Luxembourg,airport,OurAirports
621,630,Ålesund Airport,Alesund,Norway,AES,ENAL,62.5625,6.119699954986572,69,1,E,Europe/Oslo,airport,OurAirports
622,631,Andøya Airport,Andoya,Norway,ANX,ENAN,69.292503356934,16.144199371338,43,1,E,Europe/Oslo,airport,OurAirports
623,632,Alta Airport,Alta,Norway,ALF,ENAT,69.976097106934,23.371700286865,9,1,E,Europe/Oslo,airport,OurAirports
625,634,Brønnøysund Airport,Bronnoysund,Norway,BNN,ENBN,65.461097717285,12.217499732971001,25,1,E,Europe/Oslo,airport,OurAirports
626,635,Bodø Airport,Bodo,Norway,BOO,ENBO,67.26920318603516,14.365300178527832,42,1,E,Europe/Oslo,airport,OurAirports
627,636,Bergen Airport Flesland,Bergen,Norway,BGO,ENBR,60.29339981,5.218140125,170,1,E,Europe/Oslo,airport,OurAirports
628,637,Båtsfjord Airport,Batsfjord,Norway,BJF,ENBS,70.60050201416,29.691400527954002,490,1,E,Europe/Oslo,airport,OurAirports
629,638,Kristiansand Airport,Kristiansand,Norway,KRS,ENCN,58.204201,8.08537,57,1,E,Europe/Oslo,airport,OurAirports
631,640,Bardufoss Airport,Bardufoss,Norway,BDU,ENDU,69.055801391602,18.540399551392,252,1,E,Europe/Oslo,airport,OurAirports
632,641,"Harstad/Narvik Airport, Evenes",Harstad/Narvik,Norway,EVE,ENEV,68.491302490234,16.678100585938,84,1,E,Europe/Oslo,airport,OurAirports
633,642,Leirin Airport,Fagernes,Norway,VDB,ENFG,61.015598297119,9.2880601882935,2697,1,E,Europe/Oslo,airport,OurAirports
634,643,Florø Airport,Floro,Norway,FRO,ENFL,61.583599090576,5.0247201919556,37,1,E,Europe/Oslo,airport,OurAirports
635,644,Oslo Lufthavn,Oslo,Norway,OSL,ENGM,60.121,11.0502,681,1,E,Europe/Oslo,airport,OurAirports
636,645,Haugesund Airport,Haugesund,Norway,HAU,ENHD,59.34529876709001,5.208360195159901,86,1,E,Europe/Oslo,airport,OurAirports
637,646,Hasvik Airport,Hasvik,Norway,HAA,ENHK,70.486701965332,22.139699935913,21,1,E,Europe/Oslo,airport,OurAirports
638,647,Kristiansund Airport (Kvernberget),Kristiansund,Norway,KSU,ENKB,63.111801147461,7.8245201110839995,204,1,E,Europe/Oslo,airport,OurAirports
640,649,Kirkenes Airport (Høybuktmoen),Kirkenes,Norway,KKN,ENKR,69.725799560547,29.891300201416,283,1,E,Europe/Oslo,airport,OurAirports
642,651,Molde Airport,Molde,Norway,MOL,ENML,62.744701385498,7.262499809265099,10,1,E,Europe/Oslo,airport,OurAirports
643,652,Mosjøen Airport (Kjærstad),Mosjoen,Norway,MJF,ENMS,65.78399658203101,13.214900016785,237,1,E,Europe/Oslo,airport,OurAirports
644,653,Banak Airport,Lakselv,Norway,LKL,ENNA,70.068801879883,24.973499298095998,25,1,E,Europe/Oslo,airport,OurAirports
646,655,Ørland Airport,Orland,Norway,OLA,ENOL,63.69889831542969,9.604000091552734,28,1,E,Europe/Oslo,airport,OurAirports
647,656,Røros Airport,Roros,Norway,RRS,ENRO,62.578399658203004,11.342300415039,2054,1,E,Europe/Oslo,airport,OurAirports
648,657,"Moss Airport, Rygge",Rygge,Norway,RYG,ENRY,59.378817000000005,10.785439,174,1,E,Europe/Oslo,airport,OurAirports
649,658,"Svalbard Airport, Longyear",Svalbard,Norway,LYR,ENSB,78.246101379395,15.465600013733,88,1,E,Arctic/Longyearbyen,airport,OurAirports
650,659,Skien Airport,Skien,Norway,SKE,ENSN,59.18500137329102,9.566940307617188,463,1,E,Europe/Oslo,airport,OurAirports
651,660,Stord Airport,Stord,Norway,SRP,ENSO,59.79190063476562,5.340849876403809,160,1,E,Europe/Oslo,airport,OurAirports
652,662,Sandnessjøen Airport (Stokka),Sandnessjoen,Norway,SSJ,ENST,65.95680236816399,12.468899726868,56,1,E,Europe/Oslo,airport,OurAirports
653,663,"Tromsø Airport,",Tromso,Norway,TOS,ENTC,69.68329620361328,18.91889953613281,31,1,E,Europe/Oslo,airport,OurAirports
654,664,"Sandefjord Airport, Torp",Sandefjord,Norway,TRF,ENTO,59.1866989136,10.258600235,286,1,E,Europe/Oslo,airport,OurAirports
655,665,Trondheim Airport Værnes,Trondheim,Norway,TRD,ENVA,63.45780179999999,10.9239998,56,1,E,Europe/Oslo,airport,OurAirports
